Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Study_Physical_Interaction,Study_Extracurricular
15.613781652356346,77.75958351736013,Medium,Low,No,8.0211145883514,68.55137352249359,Medium,No,0,Low,Low,Private,Negative,4.536790699992884,Yes,College,Moderate,Female,96.56606444814943,,
8.25523715177902,57.53885645398506,High,Medium,No,7.977714092352962,69.65925314055755,Low,Yes,0,Medium,Low,Public,Positive,4.911344838109933,No,Postgraduate,Far,Female,63.51175661055572,,
25.698226222378835,87.88831125596967,Low,Medium,No,6.866043325218152,94.93600022476659,High,No,5,Medium,Medium,Public,Negative,4.46735034150789,No,High School,Moderate,Female,54.98812886425866,,
13.09820396315856,54.429919305838574,High,High,Yes,8.918450115248021,91.5164079339767,Low,No,0,Low,High,Private,Negative,4.643067561031053,Yes,Postgraduate,,Female,91.89012945741263,,
10.428777305944903,73.47528204193398,High,Low,No,7.529448082040385,86.61703683068514,Low,Yes,3,High,Low,Public,Negative,1.8867672622433336,Yes,Postgraduate,Moderate,Female,89.42737330965801,,
22.5812071473123,65.11371565443582,High,High,No,7.507108759782203,79.93724696719467,Medium,No,0,Medium,Medium,Public,Positive,0.38928657285913715,Yes,,,Male,51.201166650228636,,
33.01122088986115,77.01004120222962,High,Medium,Yes,6.69852048964792,66.0839162498563,High,Yes,2,Low,Medium,Public,Positive,3.5089109488502084,No,College,,Male,67.13465738219199,,
19.707935139362824,70.01858279418167,High,Low,Yes,7.51692084820091,96.5411799371065,Medium,No,1,Medium,Medium,Public,Positive,4.063355479403629,Yes,,Far,Female,74.94838171256859,,
11.23010723286205,82.0382030142494,Medium,Medium,No,7.77214751962648,58.2587770865707,Low,Yes,4,Low,High,Private,Positive,2.2698374469578697,No,Postgraduate,Moderate,Male,97.35805603664856,,
6.972996862327091,63.66453094581762,High,Medium,No,7.251923582396815,87.58127753004595,Low,No,0,Low,High,Public,Neutral,0.4297116190450767,Yes,,,Female,62.848984651599125,,
23.179107291224632,80.28894907262124,Medium,Low,Yes,5.857266255843003,83.05822043623921,Medium,No,4,Low,Medium,Private,Neutral,0.060648807735168564,Yes,Postgraduate,Far,Female,59.708729535077914,,
25.37814296250335,85.88098879570653,Low,Medium,Yes,4.7637741999482675,81.16916642880676,High,No,5,Low,High,Private,Positive,4.890994867668555,Yes,College,,Female,71.36841396670664,,
38.636738185490756,60.20867803045486,High,Low,No,6.762989537786074,50.66042804125262,High,Yes,1,High,,Public,Negative,2.494239746135613,Yes,,Far,Male,79.18224499253044,,
9.382120921848578,75.13067231986093,Low,High,Yes,7.720997438490108,66.39575082083309,Low,No,4,Low,Low,Private,Positive,2.488823280594433,Yes,,,Female,59.258790939528176,,
23.36040262612347,70.37985526236378,High,Medium,No,8.042973994015961,59.042161605656375,Medium,Yes,0,Low,,Public,Positive,1.0079401849678682,No,Postgraduate,Far,Male,92.26527726971416,,
9.791833588244636,89.2107085938494,Low,Low,No,7.01578880846518,71.15079223958391,Low,No,1,High,Medium,Public,Positive,4.991293234053159,Yes,College,Near,Female,93.10371666839605,,
37.87712028444139,95.22949762424243,Low,High,Yes,4.64377478963956,55.715179647445865,High,Yes,1,High,,Public,Negative,3.387851694719337,Yes,,Far,Female,51.54605899856406,,
9.14282517603898,67.12765796883468,Low,Low,No,7.987238091171134,89.68202362280681,Low,Yes,5,Medium,,Private,Positive,2.3766092490865813,No,High School,Far,Male,65.0635979189941,,
13.539183079800427,79.15110182355555,Low,Low,No,8.62761399781596,90.49977181082232,Low,Yes,3,Low,,Private,Neutral,3.3035753327090704,Yes,Postgraduate,Near,Male,74.86972328417463,,
22.651650382332065,66.05163428149031,Low,Low,Yes,4.599603120402633,84.2251480738103,High,Yes,0,Medium,,Private,Positive,1.3958767994735954,No,College,Near,Female,92.56923607460936,,
36.54225588218347,93.67133764791461,Medium,Medium,Yes,6.527187055882406,99.98905024601737,High,No,0,Low,Medium,Private,Neutral,4.28578369922352,No,Postgraduate,Near,Male,63.76299854455398,,
26.82249236431842,65.40599710052028,Low,High,No,5.625200006935975,88.09838878774369,High,Yes,4,Medium,,Public,Neutral,0.14485201035458473,Yes,College,Moderate,Female,61.70691962374061,,
17.70292122317875,62.4343831989725,Medium,Low,Yes,8.824629926557288,71.9544796466585,Medium,No,1,Medium,Medium,Public,Neutral,0.5061425203935427,No,,Far,Male,63.31193993461241,,
24.53468156279734,96.26523787758708,High,Low,No,7.068542297283679,96.83128514933617,Medium,Yes,4,High,Low,Private,Neutral,3.607497474543961,No,Postgraduate,,Male,97.21844006513577,,
17.372483882767668,64.00851588163894,Low,Low,Yes,7.908203599713911,61.21448911424229,Medium,No,3,High,High,Public,Positive,4.019200270464719,Yes,High School,Near,Female,78.31169094301193,,
22.584344675481223,66.92661739103747,High,High,Yes,5.089712442019843,76.45904848455442,Medium,No,5,High,Medium,Public,Negative,3.7146481388725223,No,,Far,Female,99.03982822197968,,
16.693073689566038,94.97259381086789,Low,Low,Yes,8.071414386940525,70.11873355388241,Medium,No,0,High,Low,Private,Negative,3.5163226874867566,Yes,College,Near,Male,79.1613830012376,,
21.605248641606646,67.18164008622996,Low,High,Yes,6.126737339527013,70.53416805429077,Medium,No,5,Medium,Low,Public,Neutral,4.1034176205709345,Yes,Postgraduate,,Male,82.17891921342112,,
16.302579733189603,92.9811841628538,Medium,High,Yes,8.834898972983053,83.78933190874103,Medium,No,3,Low,Medium,Private,Neutral,1.7450190069693878,No,High School,Near,Male,92.85343532679173,,
9.24046747742046,88.40504060773165,Medium,Medium,Yes,8.205294723796294,57.05930085346845,Low,No,2,Medium,High,Public,Positive,1.916335085724477,Yes,High School,Near,Female,51.788017801640244,,
11.849539025763924,52.18944817375122,Medium,Low,No,7.294851192258747,96.24133990742573,Low,Yes,3,High,High,Private,Neutral,3.6709926261152983,No,College,Far,Male,62.260637504325004,,
20.55782372590959,78.41138419088692,Medium,High,No,7.675882575505302,63.63047750426769,Medium,Yes,4,Low,High,Public,Negative,3.4184419636546166,No,,,Male,89.84923390032162,,
20.807662091285806,65.2014201646954,Low,High,Yes,6.61374286017374,63.025294323525436,Medium,No,3,Low,,Private,Positive,2.42121816862727,Yes,Postgraduate,Far,Female,61.67742114927551,,
35.05479354281962,84.42830389802546,Medium,High,No,6.007648774857097,58.634557716079776,High,No,1,High,Medium,Private,Positive,4.816448274842796,Yes,,Moderate,Female,71.80469821803425,,
25.32546773692939,88.00168886115188,Low,Low,Yes,4.974233410355843,91.0414910601021,High,No,0,High,High,Public,Negative,4.79843285942217,No,,,Female,55.71850708847148,,
7.908288273154989,61.98403314621793,High,High,No,8.494247704218285,83.51362457372,Low,No,4,High,,Public,Positive,0.7066557504330373,Yes,College,Near,Male,82.34541362915834,,
8.25728024142425,57.30778065494367,Low,Medium,Yes,7.117907425331622,84.62631156285872,Low,No,4,Low,,Private,Positive,4.397692450126993,No,,,Female,75.4743581383525,,
39.166302496072035,74.89701543089664,High,High,No,6.387682555265288,54.33908905486553,High,Yes,3,Medium,,Public,Positive,4.36301350489412,No,High School,Near,Female,64.27445884487187,,
6.144218616146998,65.6261946388279,Medium,Low,No,8.261445999668743,51.03899798623823,Low,Yes,3,Medium,Medium,Private,Neutral,1.6369201277413508,No,High School,Moderate,Male,66.2625497131899,,
15.623356211962717,85.40558217037487,Low,Low,Yes,8.157578133884599,86.44738764919465,Medium,Yes,2,High,,Public,Positive,0.6175706538954184,Yes,High School,Far,Female,82.24805610460041,,
7.336874542647106,69.57196781325581,High,Low,Yes,7.250151579039804,90.16370557383438,Low,Yes,4,High,Medium,Private,Neutral,1.0676881800656979,No,Postgraduate,Moderate,Male,54.58038238377532,,
15.452942873621433,95.71768774442614,Low,Low,No,8.763140959835267,70.5353819591677,Medium,No,5,Medium,Low,Private,Neutral,4.926761388443755,Yes,Postgraduate,,Male,56.436601091176904,,
15.575575510474897,74.6901084538071,Medium,Medium,Yes,7.385992848090254,96.30957500658197,Medium,Yes,0,Low,Medium,Private,Neutral,0.9860968707045531,No,High School,Far,Male,99.81715716985853,,
16.200313756254737,90.3333654108716,High,Low,Yes,8.073133861461411,90.76332262949902,Medium,Yes,1,High,,Private,Neutral,1.4294375239945556,Yes,Postgraduate,,Female,53.97291531227927,,
21.86348763652578,83.99920345498387,Low,Medium,No,7.8239210041766984,60.609777915610316,High,Yes,4,Medium,,Private,Neutral,4.450481116232259,No,High School,,Male,79.33455131717554,,
16.575104084419436,98.70879422702286,Medium,Low,Yes,8.728515268894412,57.51121024895879,Medium,Yes,0,Low,Low,Private,Positive,4.833588567986449,Yes,High School,Near,Female,64.57430691378826,,
15.656662404831362,94.3043975954262,High,High,No,7.2160893425849055,94.10259164935593,Medium,No,4,Medium,Medium,Private,Negative,1.1809958074177196,Yes,College,Near,Female,84.29896482705857,,
5.351673711018842,76.97093036079201,Low,Low,Yes,7.163293007089874,89.84689441260004,Low,No,2,Medium,High,Private,Positive,4.4820765473251925,No,Postgraduate,Near,Female,87.5195502947247,,
14.195056123920395,62.09949785068906,Medium,High,Yes,8.101039003893757,61.40857441943396,Low,Yes,0,Low,Medium,Private,Neutral,0.729209178340966,No,College,Moderate,Female,71.13008953606797,,
13.443143684911016,73.93465319402945,Low,Low,No,8.193684938090408,69.48430788272141,Low,Yes,0,High,Low,Public,Negative,3.599434157171639,No,,,Female,80.87838961810522,,
13.59101279228888,76.86838288622671,High,Medium,No,7.48404991379603,99.42749394279943,Low,Yes,2,Low,High,Private,Negative,3.8928336527183314,Yes,,Far,Female,58.16868721380355,,
38.07207968273889,82.15111610551044,Low,High,Yes,4.991653635520095,98.36294279148414,High,Yes,4,Low,High,Public,Negative,1.2800520181331327,Yes,High School,Near,Male,79.4855140021111,,
18.15469559060601,72.19736582045377,Medium,Medium,No,8.923220480173738,60.66746073399502,Medium,No,2,Medium,Medium,Public,Positive,4.019667677228624,No,Postgraduate,Far,Male,67.40473799385981,,
8.661721375289298,69.24039781797818,Medium,Low,Yes,7.029749538072291,72.10562479609345,Low,No,3,High,High,Public,Positive,2.60958364688813,No,College,Near,Male,97.79661898316097,,
28.736729350319557,70.98468975846667,High,Medium,No,5.69767839505317,53.60854570206202,High,No,5,Low,Low,Public,Positive,4.236301223018769,Yes,,Near,Male,62.47294987699058,,
5.947400095339082,59.193019060514786,Medium,Medium,Yes,8.073755613059813,84.89113960021304,Low,Yes,4,High,Medium,Private,Negative,0.5404665165663941,Yes,,Far,Female,88.04442734107681,,
38.482227197871154,70.32261231747908,Low,Low,No,6.465072584474088,88.59713402720168,High,Yes,5,High,High,Private,Positive,4.541790357794387,Yes,Postgraduate,Moderate,Female,81.978131524156,,
38.31392005484471,65.24676691091132,High,Low,Yes,5.558976170400928,85.36138355170152,High,No,1,Medium,,Private,Neutral,4.3294424009049175,Yes,College,Far,Male,97.49958739653201,,
24.495430711278345,67.56153958616682,High,Low,No,8.996733240096644,63.73736065669075,High,No,1,High,Low,Public,Neutral,2.5525885042133183,Yes,Postgraduate,,Female,70.71082189911736,,
14.35576598140677,72.59450762370074,High,High,No,8.432570627607603,60.416427991479814,Low,No,1,High,,Private,Negative,2.56022274049663,Yes,High School,Near,Female,89.36257031191079,,
14.399404630029077,55.174884300682606,Medium,High,Yes,7.563644302531625,50.52443185354299,Low,No,2,Low,Low,Public,Negative,1.9408019668206737,Yes,,Moderate,Male,57.24317129652039,,
23.78885156318699,69.79885356005454,High,High,Yes,4.7564436312166505,80.50614676725958,High,Yes,4,Low,Medium,Public,Negative,1.7640093156417085,Yes,Postgraduate,,Female,97.76989283318824,,
13.563800728596306,84.37641403003956,Low,Low,Yes,8.545875745165475,95.9843914191169,Low,No,4,High,,Public,Neutral,1.478740818306346,Yes,,Moderate,Female,88.8656854249786,,
17.208699644279775,78.85229914219848,Low,Low,No,7.553474549541411,82.25709131700688,Medium,Yes,0,High,Medium,Public,Neutral,3.8771287275896125,Yes,High School,,Male,81.9823677203194,,
17.762877846679785,69.57097027169854,Medium,Low,No,8.368172703433407,58.249705017384144,Medium,No,5,High,Low,Private,Positive,4.76698297702446,Yes,Postgraduate,Far,Male,71.74615497020112,,
18.738670470100068,63.909224752724086,Low,Low,No,7.119815187772062,75.99245116076699,Medium,No,2,High,High,Public,Neutral,4.952502917178046,No,,Far,Female,66.07440835427,,
34.01802052441714,66.06573156702883,High,Medium,Yes,5.536324985632051,88.48450237749628,High,No,0,High,Medium,Public,Neutral,3.7228110893708615,Yes,,,Female,64.11556511663156,,
32.879386427712504,96.79655392318796,Medium,High,Yes,5.157512561181719,90.39780490863228,High,Yes,2,Medium,Low,Public,Neutral,0.22792209932922303,Yes,Postgraduate,Moderate,Male,95.7881501185051,,
7.537025567887064,83.62353141468252,High,High,No,7.427102084893889,78.98335592864488,Low,Yes,4,High,Medium,Public,Positive,2.4159870686812575,Yes,Postgraduate,Moderate,Female,60.34371773324547,,
27.407509078257366,70.0530545545499,High,Medium,Yes,5.724051813714697,59.21815009817055,High,No,2,Medium,Low,Public,Negative,4.545112284525569,No,,Moderate,Female,87.5595570293508,,
36.92701005734209,73.77532921992889,High,Low,Yes,5.837952764041997,65.58530346705913,High,No,4,Medium,High,Public,Neutral,0.5856732088053002,No,Postgraduate,Moderate,Female,80.65293186376196,,
10.165914751350016,84.15547076879804,High,Medium,Yes,8.5136104803087,65.13406031640983,Low,Yes,1,Medium,Medium,Public,Positive,4.355467669523282,Yes,Postgraduate,Far,Female,72.48531768235404,,
7.73492148417562,61.53352087983491,Medium,High,No,8.252073618891608,74.29558547505364,Low,Yes,3,Medium,Medium,Public,Negative,4.335646748253214,Yes,Postgraduate,,Male,71.02283556420342,,
21.66008536398458,87.58125862778942,Low,Low,Yes,4.2455605314091365,96.27270642206642,High,Yes,5,High,Low,Private,Neutral,0.7334412726000178,Yes,College,,Male,76.34268800297698,,
23.622545481179543,92.78019150257359,High,High,No,7.251466787009164,72.31067506433098,Medium,No,5,Medium,High,Public,Positive,2.539477621254365,No,High School,Near,Male,67.2582798233094,,
39.12122282020238,80.2704592247543,High,Medium,No,6.64607477497158,50.115667603645655,High,Yes,0,Medium,,Private,Positive,1.625569082693601,Yes,College,Near,Male,60.27368592756919,,
23.473209563982707,66.56055053476982,Low,Low,Yes,6.928747990416908,95.79816891954567,Medium,Yes,5,Medium,,Public,Positive,3.5419182490622116,No,College,,Male,54.284817905990366,,
20.80777355587291,68.1125924386304,Low,Low,No,7.250125220312513,77.17680161177147,High,Yes,2,High,Medium,Public,Positive,4.05688820996997,Yes,,,Male,94.65072423418422,,
16.948835504440233,84.58447003526996,Medium,High,No,7.113215780429935,85.26214969536755,Medium,No,2,High,Low,Private,Positive,3.653922873332301,No,High School,,Female,67.24507467136638,,
23.736051108804265,68.32252883934862,High,Low,Yes,5.380346955010125,53.95998600407053,High,No,1,Medium,High,Private,Neutral,3.90408075252894,Yes,,,Female,56.85103612663196,,
7.163928211558921,77.79545366178756,High,Medium,Yes,7.869914189848504,63.12617876434261,Low,Yes,4,Low,,Public,Neutral,4.160060344128171,No,Postgraduate,,Male,55.942886294419495,,
31.70801785959341,68.42888869691268,High,Medium,No,5.181532605073114,92.4082419179073,High,Yes,2,Medium,High,Public,Negative,3.87888663216565,No,College,Far,Male,73.47239766898204,,
34.01662612119273,63.616095611610184,Medium,Medium,No,6.307778228081039,93.6173354472514,High,No,4,High,Low,Public,Negative,4.913896693602554,No,Postgraduate,Moderate,Female,82.35259163793485,,
18.42414943871613,73.3690844432914,High,Low,Yes,8.871116347879557,92.27905363757003,Medium,Yes,3,High,High,Public,Positive,4.899924348048874,No,Postgraduate,Moderate,Male,97.09941491435694,,
15.527362134280033,90.55966482930387,High,Low,Yes,8.850320307328147,86.25606229301209,Medium,No,2,Low,High,Private,Positive,2.7223808678713777,Yes,High School,Far,Male,59.38471014806603,,
14.200024518403925,81.93481417608346,Low,Low,Yes,8.995829783631093,66.75112590340852,Low,No,0,Medium,Low,Private,Positive,3.8303217093781186,No,College,Moderate,Female,57.1463231098948,,
6.851996506021845,54.01375894303188,Medium,Medium,Yes,7.3290134409503525,59.56748038641773,Low,Yes,1,Medium,Medium,Private,Positive,3.8609296441191017,No,Postgraduate,Far,Female,64.2472564410492,,
28.20415036788862,71.11820194557771,Medium,Medium,No,5.085166908482614,97.16001120529384,High,No,2,High,,Private,Negative,4.223009587876152,No,,,Female,56.44868432029051,,
15.051299235557755,62.794596405385285,Medium,High,No,8.254941624676041,71.47031438879714,Medium,No,5,Medium,Low,Public,Positive,1.9926643760021967,No,College,Far,Male,65.48177633035012,,
8.518742323738051,50.323775888064944,High,Medium,Yes,7.985155085142674,58.67384298708068,Low,No,4,Low,Medium,Public,Negative,3.0325452923595893,No,Postgraduate,Far,Female,79.9356915269982,,
27.86311175448397,87.95623199613345,Medium,High,Yes,5.490157489284789,81.23121563621817,High,Yes,4,High,High,Private,Negative,0.5480014575234537,No,College,Moderate,Male,52.449971837205304,,
18.148852659226197,65.03861624401999,Medium,Low,No,7.134039007934964,57.433255644665,Medium,No,2,Low,Medium,Public,Neutral,3.259463888054148,Yes,High School,,Male,66.73156954707189,,
19.068833884313534,71.84678015305138,Medium,Low,Yes,7.815942205672469,65.00142722772193,Medium,Yes,0,High,Low,Public,Neutral,0.7913599887865042,No,College,Near,Female,66.69153491205954,,
22.848881328656354,98.02183821068871,Low,Medium,Yes,6.149818045882263,64.21009987115818,Medium,Yes,5,Medium,High,Public,Negative,0.5168802242936077,No,High School,Near,Male,58.59182963236273,,
13.29773939973568,57.872226615095784,Low,Medium,Yes,7.0632364824786436,53.389059394312646,Low,No,4,High,Low,Private,Positive,4.504590686621662,Yes,Postgraduate,Far,Female,62.71535228788137,,
15.852342581661269,89.26947568337292,Low,Low,Yes,8.903012858924834,62.816364747177275,Medium,Yes,3,High,,Public,Positive,1.0525951667121725,No,Postgraduate,Moderate,Female,75.78356150892009,,
